SubjectID,ToSubjectID
010058,010062
010060,010058
010060,010062
010060,010063
010060,010064
010060,010065
010060,010066
010060,010067
010070,010024
010070,010025
010070,010026
010070,013095
010070,013096
010070,013098
010070,013107
010070,013987
010070,013988
010070,013989
010070,013990
010070,013991
012234,012235
012234,012236
012234,012237
012234,012238
012235,012236
012235,012237
012235,012238
012236,012237
012236,012238
012237,012238
013102,010024
013102,010025
013102,010026
013102,013095
013102,013096
013102,013098
013102,013107
013102,013987
013102,013988
013102,013989
013102,013990
013102,013991
013105,010024
013105,010025
013105,010026
013105,013095
013105,013096
013105,013098
013105,013107
013105,013987
013105,013988
013105,013989
013105,013990
013105,013991
013169,013170
013169,013172
013169,013174
013169,013237
013171,013170
013171,013172
013171,013174
013171,013237
013173,013170
013173,013172
013173,013174
013173,013237
013175,013176
013175,013178
013175,013180
013175,013245
013177,013176
013177,013178
013177,013180
013177,013245
013179,013176
013179,013178
013179,013180
013179,013245
013228,013098
013228,013159
013232,013233
013232,013234
013232,013241
013233,013234
013235,013169
013235,013170
013235,013171
013235,013172
013235,013173
013235,013174
013235,013236
013235,013237
013235,013241
013236,013170
013236,013172
013236,013174
013236,013237
013238,013239
013238,013240
013238,013241
013239,013240
013241,013242
013243,013175
013243,013176
013243,013177
013243,013178
013243,013179
013243,013180
013243,013241
013243,013244
013243,013245
013244,013176
013244,013178
013244,013180
013244,013245
013246,013181
013246,013182
013246,013241
013246,013247
013246,013248
013247,013181
013247,013182
013248,013181
013248,013182
013401,013242
013401,013402
013402,013410
013409,013410
013410,013402
013411,013401
013411,013412
013411,013413
013411,013414
013415,013401
013415,013416
013415,013417
013415,013418
013419,013401
013419,013420
013419,013421
013419,013422
013427,013401
013427,013428
013427,013429
013427,013430
013431,013401
013431,013432
013431,013433
013431,013434
013435,013401
013435,013436
013435,013437
013435,013438
013435,013440
013435,013441
013437,013401
013438,013401
013438,013439
013986,013988
013991,013098
014220,014126
014220,014162
014220,014226
014220,014227
014221,014126
014221,014162
014221,014226
014221,014227
014222,014126
014222,014162
014222,014226
014222,014227
014225,014126
014225,014162
014225,014226
014225,014227
014228,014229
015428,015429
015428,015430
015428,015431
018723,018724
020213,020212
020214,020215
020214,020216
020214,020217
020214,020218
020214,020219
020214,020220
020214,020221
020215,020216
020215,020217
020215,020218
020215,020219
020215,020220
020215,020221
020216,020217
020216,020218
020216,020219
020216,020220
020216,020221
020217,020218
020217,020219
020217,020220
020217,020221
020218,020219
020218,020220
020218,020221
020219,020220
020219,020221
020220,020221
028230,012234
028230,012235
028230,012236
028230,012237
028230,012238
028230,028231
028230,028232
028230,028233
028230,028234
028230,028235
028231,012234
028231,012235
028231,012236
028231,012237
028231,012238
028231,028232
028231,028233
028231,028234
028231,028235
028232,028233
028232,028234
028232,028235
028233,028234
028233,028235
028234,028215
028234,028216
028234,028235
028239,028240
028239,028241
028240,028241
028242,028243
028244,028245
028250,012237
028250,028251
028250,028252
028250,028994
028251,012237
028251,028252
028251,028994
028252,028994
028253,010024
028253,010025
028253,010026
028253,013095
028253,013096
028253,013098
028253,013107
028253,013987
028253,013988
028253,013989
028253,013990
028253,013991
028259,028260
028259,028261
028259,028262
028263,028264
028263,028265
028263,028266
028267,028268
028267,028269
028267,028270
028271,028272
028271,028273
028271,028274
028277,028278
028281,028282
090001,090003
090001,090004
090002,090003
090002,090004
090008,090040
090012,090021
090013,090022
11119,11173
11119,11197
11128,11129
11128,11190
11130,11178
11130,11198
11170,11180
11171,11175
11171,11183
11171,11205
11172,11174
11172,11182
11172,11185
11172,11196
11172,11205
11173,11130
11173,11175
11173,11183
11174,11182
11174,11185
11174,11196
11175,11181
11176,11175
11177,11183
11178,11181
11178,11188
11181,11192
11182,11179
11183,11180
11184,11179
11184,11191
11184,11192
11184,11501
11185,11179
11186,11181
11188,11184
11188,11199
11191,11194
11197,11130
11197,11183
11198,11188
11199,11191
11205,11211
11206,11207
11207,11233
11209,11221
11209,11227
11209,11275
11209,11277
11211,11205
11211,11221
11211,11227
11211,11231
11211,11235
11211,11275
11211,11277
11212,11205
11212,11211
11212,11222
11212,11248
11214,11171
11214,11190
11214,11205
11214,11206
11214,11208
11214,11211
11214,11235
11216,11222
11216,11248
11221,11200
11221,11277
11222,11247
11225,11232
11227,11200
11227,11231
11227,11277
11231,11200
11231,11278
11232,11200
11233,11200
11233,11278
11273,11275
11273,11277
11274,11275
11274,11277
11275,11276
11275,11277
11276,11277
11277,11278
11319,11555
11320,11326
11321,11331
11324,11342
11325,11343
11334,11335
11368,11378
11391,11393
11392,11393
11503,11501
11503,11502
11504,11501
11504,11502
11551,11319
11551,11503
11551,11504
11551,11552
11551,11553
11551,11554
11551,11555
11552,11319
11552,11503
11552,11504
11552,11553
11552,11554
11552,11555
11553,11554
11553,11555
12003,15317
12511,12537
12511,15349
12511,15362
12511,17123
12518,17518
12535,12515
12535,15143
12535,17518
12535,17551
12535,17556
12535,17704
12535,17772
12535,17775
12535,17776
12537,15349
12537,15362
12537,17123
15121,15141
15141,15211
15142,15143
15142,17518
15142,17551
15142,17704
15145,15301
15146,17518
15211,15231
15222,15143
15302,15303
15302,15904
15303,15304
15310,15115
15310,15349
15310,15350
15310,15462
15310,15463
15312,15115
15312,15310
15312,15349
15312,15350
15312,15462
15312,15463
15315,15115
15315,15310
15315,15311
15315,15313
15315,15317
15315,15325
15315,15327
15315,15328
15315,15331
15315,15332
15315,15333
15315,15337
15315,15339
15315,15346
15315,15350
15315,15360
15315,15362
15316,15115
15316,15310
15316,15349
15316,15350
15316,15462
15316,15463
15319,15115
15319,15310
15319,15317
15319,15349
15319,15350
15319,15362
15319,15462
15319,15463
15604,15602
15604,15603
15604,15609
15604,15610
15604,15611
15604,15618
15604,15622
15604,15624
15608,15602
15608,15603
15608,15609
15608,15610
15608,15611
15608,15618
15608,15622
15608,15624
15612,15615
15613,15614
15618,15616
15621,15623
15623,15624
15627,15636
15628,15636
15641,15636
15642,15636
16103,16209
16105,16203
16108,16421
16109,16105
16109,16206
16123,16336
16123,16342
16123,16469
16137,16212
16203,16207
16206,16315
16207,16307
16207,16412
16212,16470
16231,16261
16231,16333
16231,16336
16231,16658
16234,16231
16234,16233
16234,16331
16234,16332
16234,16634
16234,16642
16235,16232
16235,16658
16236,16332
16236,16335
16238,16345
16259,16260
16259,16671
16260,16671
16261,16336
16262,16671
16264,16129
16264,16237
16265,16138
16265,16206
16265,16314
16265,16471
16265,16912
16307,16090
16314,16138
16314,16422
16314,16471
16317,16307
16331,16335
16332,16345
16333,16346
16466,16072
16466,16232
16466,16258
16466,16338
16466,16342
16467,16333
16467,16423
16467,16641
16468,16236
16468,16342
16468,16469
16631,16138
16631,16314
16631,16656
16631,16900
16631,16912
16632,16233
16633,16072
16633,16235
16634,16656
16641,16346
16642,16333
16642,16655
16642,16657
16642,16658
16642,16677
16674,16093
16679,16092
16904,16905
16912,16263
16912,16307
16912,16317
16912,16423
16912,16913
16912,16914
16912,41029
16912,48006
16912,48012
16912,48016
16913,16307
16913,16470
17551,15317
17551,17778
17556,17518
17700,15011
17700,15143
17700,171200
17700,17518
17700,17775
17777,17778
17902,17911
17902,17913
17902,17919
17902,17920
17904,17913
17904,17916
17904,17917
17905,17911
17905,17913
17905,17919
17905,17920
17908,17921
17916,17918
17917,17918
17918,17919
17918,17920
18723,18724
20101,20106
20102,20106
20103,20106
20104,20106
20105,20106
21036,21505
210954,220788
21252,21075
21393,21073
21393,21076
21407,21505
21440,21505
21511,21504
21511,21506
21512,21504
21514,21506
21555,21505
21591,21506
21597,21062
21597,21064
21597,21073
21597,21252
21597,21596
21637,21638
21640,21638
21643,21663
21650,21638
21660,21661
21662,21663
21664,21638
21878,23706
21924,94658
21932,21933
21932,94658
220700,230708
220700,570100
220788,210954
22107,22207
22107,22240
22107,22567
22108,22208
22108,22240
22108,22567
22207,22016
22207,22320
22207,22321
22207,22420
22207,22430
22207,22431
22207,22573
22207,22574
22207,22575
22207,22576
22208,22016
22208,22320
22208,22321
22208,22420
22208,22430
22208,22431
22208,22573
22208,22574
22208,22575
22208,22576
22320,22319
22320,22431
22320,22522
22321,22421
22420,22017
22420,22319
22420,22430
22420,22431
22420,22522
22566,22573
22747,21715
22747,22730
22747,22743
22747,22748
22747,22753
22747,22754
22747,22777
22747,22798
22747,22803
22748,22730
22748,22743
22748,22799
22753,22705
22754,22730
22754,22743
22800,21715
22800,22748
22800,22798
22901,22906
22901,22991
22902,22906
22902,22991
22903,22906
22903,22991
22908,22906
22908,22991
23000,23567
23000,23570
23000,23571
23001,23568
23002,23600
23005,23600
23115,20300
23115,23566
23115,23570
23115,23571
23115,48210
23506,23005
23509,23600
23566,23567
23566,23568
23567,23002
23567,23004
23567,23005
23567,23021
23567,23022
23567,23504
23567,23569
23567,23580
23567,23600
23568,23505
23568,23569
23568,23580
23568,23600
23571,23507
23571,23509
23572,23600
23592,23004
23592,23005
23706,21715
23708,24754
23709,21715
23710,23712
23710,23713
23710,23790
23710,23791
23710,23792
23710,23794
23711,23712
23711,23713
23711,23790
23711,23791
23711,23792
23711,23794
23714,23710
23714,23711
23715,23711
23715,23793
23717,23788
23718,23717
23788,23730
23788,23731
23907,23908
23907,23909
23907,23918
23908,23907
23908,23909
23908,23918
23909,23907
23909,23908
23909,23910
23917,23907
23917,23908
23917,23909
23917,23918
23930,23949
23931,23949
23932,23949
23937,23949
23938,23939
23938,23949
23939,23949
23940,23949
23941,23949
23942,23949
23943,23949
240700,240710
240700,240715
240700,240729
240700,570101
240701,240710
240701,240715
240701,240729
240701,570101
240710,240713
240710,240725
240710,240730
240710,240742
240710,240753
240710,570100
240710,570102
240715,240713
240715,240725
240715,240730
240715,240742
240715,240753
240715,570100
240715,570102
240729,240713
240729,240725
240729,240730
240729,240742
240729,240753
240729,570100
240729,570102
240748,250720
240834,240710
240834,240715
240834,240725
240834,240729
240834,240730
240834,240742
240834,240753
24108,20400
24108,24104
24108,24202
24108,24205
24108,24210
24108,24211
24108,24212
24108,24220
24108,24222
24108,24223
24108,24224
24108,24306
24108,24309
24108,24331
24108,24415
24108,24902
24108,24908
24109,20400
24109,24104
24109,24202
24109,24205
24109,24210
24109,24211
24109,24212
24109,24220
24109,24222
24109,24223
24109,24224
24109,24306
24109,24309
24109,24331
24109,24415
24109,24902
24109,24908
24202,24100
24202,24101
24202,24210
24202,24415
24202,24902
24202,24908
24210,24101
24210,24207
24309,24100
24309,24101
24309,24224
24309,24331
24309,24510
24309,24902
24309,24908
24415,24100
24710,24706
24710,24707
24710,24713
24710,24729
24710,24730
24710,24736
24710,24742
24710,24749
24710,24750
24710,24752
24710,24757
24710,24760
24710,24790
24720,24750
24720,24757
24720,24790
24734,21715
24734,24706
24734,24707
24734,24713
24734,24729
24734,24730
24734,24736
24734,24738
24734,24742
24734,24749
24734,24750
24734,24752
24734,24757
24734,24760
24734,24790
24754,42048
24770,24771
24834,21715
24834,24706
24834,24707
24834,24713
24834,24729
24834,24730
24834,24736
24834,24738
24834,24742
24834,24749
24834,24750
24834,24752
24834,24757
24834,24760
24834,24790
24908,24902
250720,240748
25300,20503
25300,20504
25300,20505
25300,20506
25300,22319
25300,25503
25300,25556
25300,25557
25300,25602
25300,25624
25503,23507
25503,25410
25503,25500
25503,25579
25556,25410
25556,25574
25556,25575
25556,25620
25557,25410
25624,25410
25705,25743
25705,25848
25721,25728
25721,25729
25721,25782
25721,25796
25721,25847
25721,25848
25721,25894
25721,25895
25721,25898
25721,25899
25741,17777
25741,17779
25741,25751
25741,25752
25741,25762
25741,25769
25741,25770
25741,25772
25741,25773
25741,25775
25741,25848
25742,17519
25742,17777
25742,17779
25742,21715
25742,22743
25742,25721
25742,25733
25742,25765
25742,25769
25742,25770
25742,25772
25742,25773
25742,25775
25742,25847
25742,25848
25742,25892
25742,25893
25742,25896
25742,25897
25742,25898
25742,25899
25772,25733
25772,25782
25772,25847
25772,25898
25772,25899
25773,25733
25773,25782
25773,25847
25773,25848
25773,25898
25773,25899
25776,32146
25776,32513
25777,32146
25777,32513
25799,21715
25799,22743
25799,25721
25799,25733
25799,25765
25799,25770
25799,25847
25799,25848
25799,25892
25799,25893
25799,25896
25799,25897
25799,25898
25799,25899
25898,25899
25899,25898
25928,25929
260776,220789
260776,230708
260776,240753
260776,260777
260776,320146
260776,320513
260776,420046
260776,420047
260776,420048
260777,220789
260777,230708
260777,240753
260777,260776
260777,320146
260777,320513
260777,420046
260777,420047
260777,420048
260800,260801
260800,570002
26100,21129
26100,24108
26101,43021
26134,22574
26134,22576
26134,23507
26134,23570
26134,23571
26134,24309
26134,37161
26134,37252
26134,37262
26720,26705
26776,32146
26776,32513
26777,32146
26824,26825
26834,26835
28723,28724
31005,42001
31016,41036
31016,41037
31016,41046
31016,41047
31016,41050
31016,41065
31016,41123
31061,31253
31061,32113
31061,41001
31080,31263
31080,31264
31080,41021
31102,31103
31136,31138
31136,31139
31137,31138
31137,31139
31138,31272
31247,31276
31250,31005
31250,32146
31250,32513
31250,41004
31250,41043
31250,41193
31250,42028
31250,42050
31250,42913
31251,41024
31251,41052
31251,41128
31251,41129
31251,41184
31251,48450
31256,41904
31257,31245
31257,41113
31257,41127
31257,41181
31257,41182
31257,41195
31260,31777
31260,41019
31777,41021
31262,31102
31262,31248
31263,31262
31263,31264
31263,41024
31264,31241
31264,41801
31265,31272
31265,41130
31265,43029
31266,31097
31266,31247
31266,31255
31266,31269
31266,31272
31266,31282
31266,41181
31266,41182
31266,41191
31268,31097
31268,31338
31268,31748
31268,41181
31268,41182
31268,48730
31269,31257
31269,31258
31269,31272
31269,31276
31271,31253
31271,32113
31271,41001
31271,41127
31272,31248
31272,31261
31272,31280
31272,41004
31272,41021
31276,31245
31277,32009
31277,32011
31277,41890
31277,41905
32003,42056
32003,42075
32130,32146
32130,32513
32130,42028
32130,42050
32130,42850
32130,42913
32144,32040
32144,32931
32144,32933
32144,42282
32144,42283
32144,42284
32144,42285
32144,42286
32146,42096
32146,42097
32146,42098
32516,32549
32524,32009
32524,32011
32524,32310
32524,32548
32524,42027
32524,42891
32541,32601
32547,32520
32547,42027
32548,32309
32548,42000
32548,42035
32548,42036
32548,42037
32548,43001
32548,43010
32555,32998
32555,42177
32555,42889
32557,32531
32557,32558
32557,32559
32557,32560
32557,32569
32557,32990
32557,42900
32606,32113
32931,31482
32931,32934
32931,42282
32931,42283
32931,42284
32931,42285
32931,42286
33116,23570
33116,37252
33130,23571
33130,24309
33130,33230
33130,35007
33130,37161
33130,41034
33130,41054
33130,41057
33130,48221
33130,48240
33130,48321
33130,48520
33130,65307
33190,33230
33190,35007
33190,37161
33190,65307
33230,23570
33230,23571
33230,24309
33230,35005
33230,35006
33230,37233
33230,37234
33230,37242
33230,37252
33230,37262
33230,37335
33230,37336
33230,37373
33230,41013
33230,41056
33230,41380
33230,43025
33230,48349
33230,48352
33230,48521
33230,48531
33230,48641
33230,68038
33230,68206
33230,68412
33230,68413
33230,68414
33230,68416
33230,68513
33290,23570
33290,35005
33290,35006
33290,37233
33290,37234
33290,37242
33290,37252
33290,37262
33290,37335
33290,37336
33290,37373
33290,43025
33290,68206
33290,68412
33290,68413
33290,68414
33290,68416
33290,68513
35007,35005
35007,37234
35252,35393
35252,37363
35255,91137
35363,37363
35364,35365
36100,36102
36100,36105
36100,36116
36100,94697
36100,94698
36100,94699
36103,36102
36103,36105
36103,36116
36103,37457
36103,37495
36103,94697
36103,94698
36103,94699
36106,32513
36106,36102
36106,36105
36106,36116
36106,42913
36106,94691
36106,94693
36106,94697
36106,94698
36106,94699
36200,23570
37131,33230
37131,35007
37131,37161
37131,37233
37131,37242
37132,35005
37132,35006
37132,37234
37132,37262
37132,37335
37132,37336
37132,37373
37151,23570
37151,24309
37151,37161
37151,37252
37151,43025
37161,37262
37161,37495
37171,31271
37171,35006
37171,37373
37171,41012
37171,41013
37171,41056
37181,41080
37233,37335
37233,41076
37242,37345
37252,37495
37262,37363
37363,37464
40002,40001
40004,40003
41001,40002
41001,40004
41001,42049
41004,31243
41012,41068
41012,41069
41012,41118
41012,41184
41013,41069
41013,41118
41014,41068
41019,41021
41023,41051
41024,41119
41025,41026
41025,41113
41027,41023
41028,41055
41029,41030
41033,41034
41035,41028
41035,41036
41035,41037
41035,41038
41035,41055
41036,41037
41036,41038
41036,48250
41037,41036
41037,41038
41037,41065
41038,41045
41038,48260
41039,31080
41039,31256
41039,31271
41039,31748
41039,35006
41039,37373
41039,41012
41039,41013
41039,41025
41039,41040
41039,41056
41039,41173
41039,41181
41039,41182
41039,41889
41039,41905
41039,48024
41039,48033
41040,41043
41045,41046
41045,41047
41045,41048
41046,41047
41046,41048
41047,41046
41047,41048
41047,41065
41048,41029
41049,41120
41050,41123
41053,41059
41053,41302
41053,43016
41054,41059
41054,43014
41056,41058
41056,43017
41057,41060
41057,43015
41058,43018
41059,41060
41059,41066
41059,41067
41059,43017
41060,41066
41060,41067
41066,43019
41067,43019
41068,43019
41069,43019
41076,41171
41076,41172
41076,41174
41076,41175
41078,31272
41078,41079
41079,32931
41082,41084
41082,41091
41082,41181
41082,41182
41082,48730
41084,41085
41084,41180
41085,31256
41085,41086
41086,41087
41087,41088
41088,41089
41090,41902
41090,42057
41090,42906
41090,48033
41091,31005
41092,31097
41092,31275
41092,31277
41092,31338
41092,41181
41092,41182
41092,41891
41092,41903
41092,48033
41092,48730
41093,41129
41099,41059
41099,48622
41113,41129
41117,41382
41117,41383
41120,41049
41123,41050
41124,43026
41127,41129
41160,41162
41160,41163
41160,42001
41160,42906
41162,42906
41162,43021
41162,43022
41163,43021
41163,43022
41170,41076
41170,41173
41173,41175
41181,41180
41181,41183
41181,41185
41181,43001
41181,43010
41182,41180
41182,41183
41182,41185
41182,43001
41184,41183
41184,41185
41186,41195
41191,41195
41192,41113
41192,41193
41193,41191
41277,48560
41278,48561
41305,43011
41380,41382
41382,41385
41382,41386
41383,41385
41383,41386
41889,40005
41889,40006
42001,43022
42004,42005
42006,42007
42013,42014
42015,41028
42017,32509
42026,43021
42030,42039
42030,42040
42030,42701
42030,42702
42030,42703
42030,42704
42037,43011
42046,32146
42046,32513
42047,32146
42047,32513
42080,42086
42080,42087
42082,42081
42083,42084
42088,42089
42090,42093
42090,42094
42090,43026
42091,42093
42091,42094
42092,42093
42092,42094
42172,42174
42172,43023
42670,32931
42700,42039
42700,42040
42700,42701
42700,42702
42700,42703
42700,42704
42820,42894
42821,42822
42822,42823
42850,42173
42889,40005
42894,42892
42904,42049
42908,42003
42908,42004
42908,42006
42908,42013
42908,49058
42908,49187
42909,42910
42910,42911
43010,41909
43014,41066
43014,41067
43015,41066
43015,41067
43015,41384
43016,41066
43016,41067
43017,41066
43017,41067
43018,41066
43018,41067
43019,43020
43025,41076
43025,41173
43124,43026
48016,48026
48023,31080
48023,31256
48023,31271
48023,31748
48023,41012
48023,41013
48023,41025
48023,41040
48023,41173
48023,41181
48023,41182
48023,41889
48023,42889
48023,48024
48023,48033
48024,31005
48024,31242
48024,31251
48024,31256
48024,31263
48024,31927
48024,32146
48024,41001
48024,41080
48024,41091
48024,41127
48024,48433
48080,41023
48080,48081
48110,48122
48110,48250
48120,48141
48120,48250
48120,48260
48121,48110
48122,48141
48122,48260
48130,48142
48141,48130
48141,48142
48142,41029
48142,48006
48142,48012
48142,48016
48221,41012
48221,41013
48221,41056
48221,48371
48230,31272
48230,41035
48230,41130
48230,43029
48230,48121
48230,48240
48230,48250
48240,48081
48240,48250
48240,48260
48250,48210
48260,16090
48260,16263
48260,31248
48260,32601
48260,41029
48260,41088
48260,48001
48260,48006
48260,48012
48260,48016
48310,48340
48310,48370
48321,43014
48321,48331
48330,48360
48330,49118
48330,49119
48330,49258
48331,48330
48331,48349
48340,16314
48340,16912
48349,48353
48349,48366
48349,48371
48350,42011
48350,42012
48350,48821
48350,48860
48350,49127
48352,42907
48352,48353
48352,48366
48352,49151
48353,42907
48353,48389
48353,49150
48360,49119
48360,49254
48362,48881
48362,49255
48362,49256
48366,48389
48389,49131
48389,49136
48430,31271
48430,41012
48430,41013
48430,41025
48430,41181
48430,41182
48430,48024
48430,48033
48430,48434
48430,48450
48430,49274
48434,41086
48436,65327
48441,41086
48441,48451
48441,48570
48510,41059
48510,41084
48510,48441
48510,48520
48510,48521
48510,48622
48520,41086
48520,41276
48520,41278
48520,48530
48520,48531
48520,48540
48520,48572
48521,48530
48530,41033
48530,48561
48531,48550
48531,48561
48531,48571
41012,49274
48540,41277
48540,41902
48540,42057
48540,42906
48540,48033
48540,48560
48560,48580
48561,42092
48571,42091
48572,41124
48572,48582
48572,48583
48600,41066
48600,43017
48610,41053
48610,41054
48610,41056
48610,41059
48620,41059
48620,43014
48620,48331
48621,41059
48621,41302
48621,43016
48622,41012
48622,41013
48622,41014
48622,41070
48623,41012
48623,43019
48623,49274
48640,41058
48640,43017
48641,41060
48641,41381
48641,43015
48641,48362
48650,43019
48651,49307
48651,49322
48660,41067
48660,43018
48660,48531
48660,49329
48730,41180
48730,41183
48730,41185
48730,41890
48730,41900
48730,42035
48730,42036
48730,42037
48730,43001
48730,43010
48730,48436
48821,48881
48840,42011
48840,42012
48840,48860
48840,49127
49002,32601
49187,49188
49202,32548
49202,42027
49202,42891
49227,42059
49261,43022
49277,15602
49277,15603
49277,15609
49277,15610
49277,15611
49277,15618
49277,15622
49277,15624
49460,15602
49460,15603
49460,15609
49460,15610
49460,15611
49460,15618
49460,15622
49460,15624
49462,15615
49463,15614
49723,49724
49723,49725
49725,49726
50816,50818
50817,50818
50817,50819
50817,50820
50820,50823
52650,52651
52650,52652
52651,52650
52651,52652
52651,52653
52651,52654
52652,52653
52652,52654
52652,52655
52653,52656
52654,41119
52654,52655
52655,52656
52655,52657
52656,52657
52663,24212
52664,24212
54030,52652
54030,52654
54031,52652
54031,52654
54032,52655
54033,52655
54034,52657
54047,24212
54048,24212
54401,54414
54402,54405
54403,54416
54404,54401
54405,41119
54405,54404
54407,41119
54407,54404
54407,54408
54408,54401
54408,54410
54408,54411
54409,54405
54409,54407
54409,54415
54409,54416
54410,54412
54410,54414
54411,54413
54411,54414
55500,55502
55501,55502
570001,260801
570002,260800
570002,260801
570100,220789
570100,230708
570100,240753
570100,320146
570100,320513
570100,420046
570100,420047
570100,420048
570101,240713
570101,240725
570101,240730
570101,240742
570101,240753
570101,570100
570101,570102
57031,57238
57031,57239
57041,57238
57041,57239
57083,57193
57085,57199
57134,57238
57134,57239
57213,57212
57300,57302
57301,57302
58723,58724
60101,41117
60101,48350
60101,48352
60101,65212
60101,68075
65009,60122
65009,60123
65009,65006
65009,65007
65009,65008
65009,65015
65009,65016
65009,65017
65009,65018
65009,65020
65019,60122
65019,60123
65019,65006
65019,65007
65019,65008
65019,65010
65019,65015
65019,65016
65019,65017
65019,65018
65019,65020
65111,41117
65111,42026
65111,48350
65111,48352
65111,48840
65111,65212
65111,65621
65111,68075
65111,91168
65111,91500
65202,65001
65202,65508
65202,65544
65212,41384
65212,65202
65212,65306
65212,65307
65212,65411
65212,91270
65212,91320
65213,65202
65213,65306
65213,65307
65213,65411
65213,91270
65213,91320
65242,65312
65242,65316
65242,65342
65242,91137
65306,65409
65312,65316
65312,65323
65312,65342
65316,65313
65316,65314
65316,65315
65316,65319
65316,65544
65325,41181
65325,41182
65325,41900
65325,48730
65325,65326
65326,65327
65342,65319
65342,65321
65342,65322
65342,91137
65409,65545
65411,65509
65621,65306
65861,65862
66063,66065
66064,66065
68037,41034
68037,41056
68037,41057
68037,41302
68037,41380
68037,48321
68037,48521
68037,68038
68037,68201
68037,68206
68037,68316
68037,68412
68037,68413
68037,68414
68037,68416
68037,68513
68038,41034
68038,68413
68038,68414
68038,68416
68038,68513
68070,68075
68101,68201
68102,68105
68102,68106
68103,020213
68103,37161
68103,37252
68106,020213
68106,68107
68106,68108
68201,48520
68201,68206
68201,68316
68201,68412
68201,68413
68201,68414
68201,68416
68201,68513
68206,68513
68315,68513
68316,68746
68413,41076
68413,68606
68413,68746
68416,41173
68723,68724
68723,68725
68723,68726
69504,69507
69505,69507
69506,69507
70102,70103
70102,70114
70102,70211
70102,70311
70102,76039
70102,76040
70102,76070
70102,76081
70102,76093
70102,76094
70102,76105
70102,76113
70102,76900
70102,76904
70104,70109
70104,76052
70104,76095
70106,77716
70106,77734
70106,77740
70106,77745
70106,77889
70106,77890
70106,77891
70106,77893
70106,77898
70106,77903
70106,77930
70106,77938
70106,77942
70106,78010
70106,78015
70106,78026
70106,78105
70106,78107
70106,78113
70106,78122
70106,78126
70106,78129
70106,78150
70106,78153
70106,78181
70106,78184
70106,78186
70106,78188
70106,78206
70106,78210
70106,78216
70106,78218
70106,78220
70106,78222
70106,78229
70106,78235
70106,78236
70106,78238
70106,78239
70106,78241
70106,78244
70106,78245
70106,78246
70106,78248
70106,78257
70106,78258
